Data;precipitacao;velocidademediavento;niveljuseclusa;nivelstaizabel;nivelstavitoria;nivelmoneclusa
17/04/1989;null;null;0,51;0,11;0,33;0,14
18/04/1989;null;null;0,54;0,49;0,16;0,59
19/04/1989;null;null;0,45;0,31;0,25;0,34
20/04/1989;null;null;0,5;0,14;0,38;0,16
21/04/1989;null;null;0,51;0,14;0,38;0,16
22/04/1989;null;null;0,6;0,22;0,29;0,28
23/04/1989;null;null;0,52;0,09;0,36;0,09
24/04/1989;null;null;0,62;0,05;0,45;0,04
25/04/1989;null;null;0,52;0,05;0,47;0
26/04/1989;null;null;0,43;0,08;0,29;0,08
27/04/1989;null;null;0,44;0,23;0,29;0,26
28/04/1989;null;null;0,51;0,16;0,36;0,15
29/04/1989;null;null;0,66;0,59;0,25;0,65
30/04/1989;null;null;0,52;0,27;0,28;0,32
01/05/1989;null;null;0,5;0,39;0,27;0,46
02/05/1989;null;null;0,63;0,21;0,29;0,23
03/05/1989;null;null;0,7;0,23;0,24;0,27
04/05/1989;null;null;0,72;0,45;0,06;0,51
05/05/1989;null;null;0,67;0,52;0,05;0,57
06/05/1989;null;null;0,35;0,6;0,11;0,71
07/05/1989;null;null;0,48;0,44;0,14;0,55
08/05/1989;null;null;0,61;0,24;0,18;0,28
09/05/1989;null;null;0,68;0,12;0,28;0,11
10/05/1989;null;null;0,66;0,1;0,29;0,12
11/05/1989;null;null;0,6;0,12;0,25;0,26
12/05/1989;null;null;0,67;0,08;0,31;0,07
13/05/1989;null;null;0,64;0,04;0,34;0,07
14/05/1989;null;null;0,67;0,06;0,32;0,07
15/05/1989;null;null;0,6;0,03;0,41;0,04
16/05/1989;null;null;0,48;0,28;0,19;0,31
17/05/1989;null;null;0,56;0,15;0,29;0,21
18/05/1989;null;null;0,46;0,08;0,34;0,11
19/05/1989;null;null;0,57;0,09;0,36;0,13
20/05/1989;null;null;0,52;0,12;0,29;0,18
21/05/1989;null;null;0,53;0,06;0,34;0,18
22/05/1989;null;null;0,44;0,08;0,32;0,1
23/05/1989;null;null;0,45;0,1;0,3;0,16
24/05/1989;null;null;0,5;0,37;0;0,52
25/05/1989;null;null;0,44;0,35;0,29;0,37
26/05/1989;null;null;0,52;0,39;0,26;0,4
27/05/1989;null;null;0,42;0,14;0,28;0,17
28/05/1989;null;null;0,43;0,08;0,31;0,07
29/05/1989;null;null;0,41;0,11;0,31;0,12
30/05/1989;null;null;0,41;0,08;0,31;0,17
31/05/1989;null;null;0,57;0,12;0,31;0,13
01/06/1989;null;null;0,54;0,12;0,29;0,15
02/06/1989;null;null;0,45;0,08;0,32;0,08
03/06/1989;null;null;0,34;0,17;0,33;0,26
04/06/1989;null;null;0,54;0,37;0,3;0,47
05/06/1989;null;null;0,6;0,14;0,28;0,23
06/06/1989;null;null;0,62;0,08;0,29;0,12
07/06/1989;null;null;0,59;0,1;0,26;0,16
08/06/1989;null;null;0,51;0,17;0,24;0,21
09/06/1989;null;null;0,33;0,3;0,17;0,38
10/06/1989;null;null;0,52;0,6;0;0,72
11/06/1989;null;null;0,56;0,28;0,23;0,32
12/06/1989;null;null;0,52;0,11;0,27;0,14
13/06/1989;null;null;0,41;0,15;0,21;0,13
14/06/1989;null;null;0,45;0,08;0,29;0,11
15/06/1989;null;null;0,47;0,02;0,46;0,06
16/06/1989;null;null;0,26;0,07;0,29;0,12
17/06/1989;null;null;0,31;0,26;0,29;0,34
18/06/1989;null;null;0,35;0,12;0,3;0,13
19/06/1989;null;null;0,33;0,07;0,3;0,09
20/06/1989;null;null;0,41;0,19;0,13;0,2
21/06/1989;null;null;0,45;0,04;0,31;0,06
22/06/1989;null;null;0,21;0,07;0,28;0,11
23/06/1989;null;null;0,38;0,22;0,21;0,27
24/06/1989;null;null;0,34;0,2;0,15;0,28
25/06/1989;null;null;0,35;0,32;0,06;0,42
26/06/1989;null;null;0,44;0,16;0,24;0,18
27/06/1989;null;null;0,43;0,1;0,29;0,13
28/06/1989;null;null;0,41;0,4;0;0,49
29/06/1989;null;null;0,48;0,13;0,33;0,17
30/06/1989;null;null;0,56;0,04;0,38;0,02
01/07/1989;null;null;0,49;0,16;0,06;0,28
02/07/1989;null;null;0,44;0,64;-0,1;0,7
03/07/1989;null;null;0,49;0,5;0;0,53
04/07/1989;null;null;0,51;0,21;0,34;0,18
05/07/1989;null;null;0,42;0,92;-0,3;0,83
06/07/1989;null;null;0,63;0,52;-0,08;0,61
07/07/1989;null;null;0,61;0,25;0,14;0,29
08/07/1989;null;null;0,54;0,2;0,21;0,33
09/07/1989;null;null;0,63;0,14;0,18;0,16
10/07/1989;null;null;0,69;0,09;0,25;0,11
11/07/1989;null;null;0,76;0,04;0,27;0,08
12/07/1989;null;null;0,7;0,05;0,22;0,02
13/07/1989;null;null;0,58;0,12;0,23;0,14
14/07/1989;null;null;0,58;0,28;0,19;0,3
15/07/1989;null;null;0,64;0,2;0,17;0,28
16/07/1989;null;null;0,62;-0,01;0,36;0,05
17/07/1989;null;null;0,46;-0,06;0,31;0,06
18/07/1989;null;null;0,67;-0,02;0,29;0,04
19/07/1989;null;null;0,51;-0,02;0,25;0,08
20/07/1989;null;null;0,55;0;0,35;-0,01
21/07/1989;null;null;0,29;0,14;0,25;0,32
22/07/1989;null;null;0,48;0,4;0,08;0,51
23/07/1989;null;null;0,54;0,08;0,19;0,12
24/07/1989;null;null;0,35;0,03;0,38;0,1
25/07/1989;null;null;0,59;0,4;0,08;0,49
26/07/1989;null;null;0,59;0,18;0,08;0,24
27/07/1989;null;null;0,56;0,18;0,22;0,2
28/07/1989;null;null;0,19;0,4;-0,34;0,51
29/07/1989;null;null;0,4;0,15;0,2;0,19
30/07/1989;null;null;0,14;0,31;0,33;0,32
31/07/1989;null;null;0,27;0,56;-0,1;0,69
01/08/1989;null;null;0,45;0,16;0,31;0,18
02/08/1989;null;null;0,45;-0,02;0,44;0,09
03/08/1989;null;null;0,5;-0,09;0,43;0,04
04/08/1989;null;null;0,44;0,08;0,34;0,05
05/08/1989;null;null;0,39;0,39;0,31;0,46
06/08/1989;null;null;0,39;0,26;0,31;0,29
07/08/1989;null;null;0,47;0,15;0,32;0,17
08/08/1989;null;null;0,51;0,11;0,34;0,12
09/08/1989;null;null;0,76;-0,01;0,36;0,01
10/08/1989;null;null;0,42;0,39;0,09;0,44
11/08/1989;null;null;0,42;0,47;0,27;0,48
12/08/1989;null;null;0,4;0,17;0,27;0,19
13/08/1989;null;null;0,38;0,04;0,57;0,07
14/08/1989;null;null;0,4;0,13;0,43;0,13
15/08/1989;null;null;0,33;0,18;0,4;0,19
16/08/1989;null;null;0,34;0,1;0,5;0,1
17/08/1989;null;null;0,26;0,28;0,28;0,31
18/08/1989;null;null;0,35;0,13;0,49;0,23
19/08/1989;null;null;0,34;0,03;0,45;0,03
20/08/1989;null;null;0,52;0,38;0,2;0,42
21/08/1989;null;null;0,5;0,15;0,47;0,13
22/08/1989;null;null;0,28;0,1;0,79;0,12
23/08/1989;null;null;0,28;0,49;0,33;0,56
24/08/1989;null;null;0,56;0,2;0,4;0,22
25/08/1989;null;null;0,21;0,49;0,21;0,52
26/08/1989;null;null;0,59;0,16;0,5;0,16
27/08/1989;null;null;0,24;0,77;0,03;0,82
28/08/1989;null;null;0,63;0,31;0,32;0,33
29/08/1989;null;null;0,58;0,08;0,52;0,06
30/08/1989;null;null;0,43;0,13;0,39;0,12
31/08/1989;null;null;0,39;0,47;0,23;0,5
01/09/1989;null;null;0,41;0,88;0,16;0,88
02/09/1989;null;null;0,34;0,53;0,22;0,57
03/09/1989;null;null;0,56;0,13;0,53;0,18
04/09/1989;null;null;0,65;0,05;0,64;0,03
05/09/1989;null;null;0,66;0,03;0,38;0,27
06/09/1989;null;null;0,62;0,71;0,2;0,83
07/09/1989;null;null;0,68;0,31;0,44;0,35
08/09/1989;null;null;0,72;0,2;0,51;0,22
09/09/1989;null;null;0,76;0,53;0,28;0,6
10/09/1989;null;null;0,7;0,34;0,37;0,42
11/09/1989;null;null;0,86;0,06;0,52;0,04
12/09/1989;null;null;0,68;0,19;0,37;0,24
13/09/1989;null;null;0,5;0,4;0,4;0,46
14/09/1989;null;null;0,26;0,76;0,13;0,76
15/09/1989;null;null;0,34;1,21;-0,35;1
16/09/1989;null;null;0,61;0,83;-0,14;0,89
17/09/1989;null;null;0,65;0,38;0,42;0,42
18/09/1989;null;null;0,81;0,2;0,53;0,21
19/09/1989;null;null;0,87;0,12;0,62;0,17
20/09/1989;null;null;0,87;0,28;0,43;0,31
21/09/1989;null;null;0,9;0,17;0,52;0,22
22/09/1989;null;null;0,95;-0,04;0,64;-0,05
23/09/1989;null;null;0,85;0,37;0,29;0,35
24/09/1989;null;null;0,6;0,86;0,23;0,96
25/09/1989;null;null;0,7;0,75;0,04;0,88
26/09/1989;null;null;0,82;0,5;0,34;0,62
27/09/1989;null;null;0,66;0,65;0,42;0,71
28/09/1989;null;null;0,87;0,38;0,37;0,46
29/09/1989;null;null;0,87;0,28;0,46;0,42
30/09/1989;null;null;0,87;0,28;0,52;0,31
01/10/1989;null;null;0,98;0,15;0,55;0,14
02/10/1989;null;null;0,97;0,13;0,56;0,15
03/10/1989;null;null;0,8;0,62;0,16;0,77
04/10/1989;null;null;0,93;0,19;0,55;0,24
05/10/1989;null;null;0,78;0,24;0,48;0,27
06/10/1989;null;null;0,94;0,28;0,44;0,29
07/10/1989;null;null;0,87;0,2;0,45;0,21
08/10/1989;null;null;0,88;0,51;0,27;0,58
09/10/1989;null;null;0,82;0,4;0,33;0,41
10/10/1989;null;null;0,9;0,15;0,45;0,16
11/10/1989;null;null;1,02;0,15;0,36;0,18
12/10/1989;null;null;0,7;0,89;0,07;0,95
13/10/1989;null;null;0,6;0,56;0,24;0,64
14/10/1989;null;null;0,61;0,3;0,4;0,33
15/10/1989;null;null;0,86;0,12;0,49;0,12
16/10/1989;null;null;0,74;0,23;0,51;0,21
17/10/1989;null;null;0,73;0,51;0,27;0,6
18/10/1989;null;null;0,8;0,29;0,4;0,32
19/10/1989;null;null;0,78;0,14;0,48;0,17
20/10/1989;null;null;0,89;0,04;0,59;0,06
21/10/1989;null;null;0,82;-0,09;0,7;-0,14
22/10/1989;null;null;0,66;-0,1;0,62;-0,03
23/10/1989;null;null;0,65;-0,12;0,68;-0,13
24/10/1989;null;null;0,6;-0,12;0,7;-0,14
25/10/1989;null;null;0,45;0,12;0,5;0,13
26/10/1989;null;null;0,35;0,63;0,25;0,8
27/10/1989;null;null;0,42;0,44;0,23;0,52
28/10/1989;null;null;0,5;0,12;0,43;0,08
29/10/1989;null;null;0,64;0,02;0,62;0,01
30/10/1989;null;null;0,53;0,35;0,12;0,39
31/10/1989;null;null;0,58;0,61;0,17;0,71
01/11/1989;null;null;0,53;0,18;0,42;0,2
02/11/1989;null;null;0,7;0,03;0,49;0,05
03/11/1989;null;null;0,57;-0,1;0,75;0,14
04/11/1989;null;null;0,21;0,67;0,27;0,79
05/11/1989;null;null;0,5;0,76;0,27;0,75
06/11/1989;null;null;0,54;0,36;0,36;0,31
07/11/1989;null;null;0,53;0,07;0,52;0,07
08/11/1989;null;null;0,66;-0,07;0,78;-0,13
09/11/1989;null;null;0,36;-0,12;0,65;0,13
10/11/1989;null;null;0,33;0,23;0,37;0,25
11/11/1989;null;null;0,44;0,08;0,5;-0,06
12/11/1989;null;null;0,43;-0,03;0,08;-0,04
13/11/1989;null;null;0,73;1,13;-0,79;1,39
14/11/1989;null;null;0,46;0,37;0,45;0,59
15/11/1989;null;null;0,44;0,2;0,66;0,19
16/11/1989;null;null;0,59;0,56;0,35;0,65
17/11/1989;null;null;0,53;0,36;0,58;0,4
18/11/1989;null;null;0,59;0,17;0,77;0,15
19/11/1989;null;null;0,41;0,43;0,48;0,46
20/11/1989;null;null;0,58;0,34;0,55;0,38
21/11/1989;null;null;0,5;0,35;0,6;0,33
22/11/1989;null;null;0,43;0,23;0,72;0,23
23/11/1989;null;null;0,38;0,47;0,77;0,49
24/11/1989;null;null;0,69;0,83;0,4;0,73
25/11/1989;null;null;0,51;0,54;0,62;0,59
26/11/1989;null;null;0,42;0,44;0,73;0,48
27/11/1989;null;null;0,68;0,71;0,4;0,79
28/11/1989;null;null;0,78;0,34;0,7;0,39
29/11/1989;null;null;0,64;0,1;0,85;0,09
30/11/1989;null;null;0,74;0,05;0,96;-0,06
01/12/1989;null;null;0,74;-0,07;1,06;0,05
02/12/1989;null;null;0,71;-0,18;1,11;-0,08
03/12/1989;null;null;0,48;0,09;0,97;-0,1
04/12/1989;null;null;0,54;0,63;0,57;0,71
05/12/1989;null;null;0,36;0,36;0,73;0,39
06/12/1989;null;null;0,48;0,38;0,66;0,41
07/12/1989;null;null;0,56;0,15;0,8;0,17
08/12/1989;null;null;0,45;0,16;0,8;0,14
09/12/1989;null;null;0,25;0,22;0,79;0,24
10/12/1989;null;null;0,14;0,45;0,67;0,45
11/12/1989;null;null;0,26;0,33;0,73;0,35
12/12/1989;null;null;0,36;0,23;0,74;0,29
13/12/1989;null;null;0,38;0,39;0,65;0,43
14/12/1989;null;null;0,54;0,29;0,62;0,34
15/12/1989;null;null;0,31;0,02;1,03;0,05
16/12/1989;null;null;0,26;-0,11;1,28;0,14
17/12/1989;null;null;0,24;0,35;0,49;0,2
18/12/1989;null;null;0,41;0,76;0,35;0,89
19/12/1989;null;null;0,25;0,38;0,62;0,37
20/12/1989;null;null;0,14;0,35;0,64;0,36
21/12/1989;null;null;0,07;0,4;0,59;0,45
22/12/1989;null;null;0,09;0,4;0,6;0,38
23/12/1989;null;null;0,28;0,24;0,65;0,23
24/12/1989;null;null;0,36;0,15;0,66;0,08
25/12/1989;null;null;0,4;0,01;0,77;0,03
26/12/1989;null;null;0,5;-0,09;0,83;-0,13
27/12/1989;null;null;0,46;-0,2;0,84;-0,26
28/12/1989;null;null;0,32;-0,22;0,7;-0,27
29/12/1989;null;null;0,4;0,23;0,45;0,25
30/12/1989;null;null;0,35;0,38;0,44;0,41
31/12/1989;null;null;0,12;0,46;0,39;0,46
01/01/1990;0;null;0,48;0,33;0,42;0,4
02/01/1990;0;null;0,3;0,25;0,45;0,31
03/01/1990;0;null;0,16;0,12;0,55;0,2
04/01/1990;0;null;0,15;0,12;0,6;0,12
05/01/1990;0;null;0,34;0,05;0,59;0,05
06/01/1990;0;null;0,3;-0,09;0,58;-0,08
07/01/1990;0;null;0,33;0,04;0,5;0,01
08/01/1990;0;null;0,44;0,34;0,21;0,41
09/01/1990;1,8;null;0,49;0,13;0,38;0,12
10/01/1990;1,8;null;0,53;0,04;0,48;0,03
11/01/1990;0,8;null;0,21;0,06;0,42;0,02
12/01/1990;0;null;0,33;0,08;0,47;0,11
13/01/1990;10;null;0,41;0,06;0,49;0,02
14/01/1990;20,2;null;0,36;0,24;0,37;0,24
15/01/1990;0,1;null;0,24;0,15;0,38;0,18
16/01/1990;0;null;0,37;-0,04;0,5;-0,04
17/01/1990;5,4;null;0,13;-0,16;0,54;-0,11
18/01/1990;23,8;null;0,3;0,67;0,16;0,8
19/01/1990;0;null;0,5;0,17;0,37;0,21
20/01/1990;0;null;0,32;-0,08;0,4;-0,04
21/01/1990;0;null;0,31;-0,1;0,47;-0,07
22/01/1990;0;null;0,24;-0,17;0,31;-0,14
23/01/1990;0;null;0,46;0,1;0,3;0,1
24/01/1990;32,2;null;0,35;-0,03;0,36;0,01
25/01/1990;1,6;null;0,41;0,04;0,43;0,05
26/01/1990;0;null;0,41;-0,01;0,47;-0,03
27/01/1990;0;null;0,48;-0,19;0,54;-0,14
28/01/1990;0;null;0,33;-0,28;0,54;-0,3
29/01/1990;1,4;null;0,44;-0,25;0,2;-0,14
30/01/1990;0;null;0,41;0,04;0,06;0,06
31/01/1990;22,2;null;0,42;0,07;0,11;0,07
01/02/1990;2,2;null;0,36;-0,04;0,41;-0,01
02/02/1990;0;null;0,27;-0,13;0,48;-0,15
03/02/1990;13,8;null;-0,01;-0,11;0,35;-0,13
04/02/1990;0;null;0,35;0,06;0,33;-0,06
05/02/1990;0;null;0,76;-0,03;0,53;-0,09
06/02/1990;0;null;0,39;0,14;0,5;-0,28
07/02/1990;1,8;null;0,41;0,07;0,12;-0,02
08/02/1990;0,4;null;0,5;-0,01;0,19;0
09/02/1990;28;null;0,56;0,06;0,21;-0,03
10/02/1990;6,5;null;0,58;0,06;0,21;-0,13
11/02/1990;38,2;null;0,95;0,1;0,3;-0,02
12/02/1990;54,8;null;0,99;0,07;0,46;0,01
13/02/1990;61,2;null;0,64;0,27;0,44;0,47
14/02/1990;41;null;0,55;0,54;0,42;0,7
15/02/1990;5;null;0,52;0,62;0,53;0,82
16/02/1990;55,8;null;0,51;0,86;0,54;1
17/02/1990;1,5;null;0,36;0,77;0,88;0,85
18/02/1990;0;null;0,29;0,92;0,94;0,94
19/02/1990;2,6;null;0,6;0,93;1,13;0,92
20/02/1990;0;null;0,55;0,92;1,36;0,84
21/02/1990;0;null;0,32;1,08;1,26;1,06
22/02/1990;0;null;0,47;1,15;1,32;0,98
23/02/1990;0,8;null;0,57;1,13;1,33;0,98
24/02/1990;0;null;0,62;1,26;1,28;1,04
25/02/1990;7,4;null;0,61;1,21;1,38;1,04
26/02/1990;3,2;null;0,67;1,32;1,31;0,99
27/02/1990;15,4;null;0,57;1,3;1,3;0,96
28/02/1990;20,2;null;0,66;1,44;1,38;1,05
01/03/1990;0;null;0,66;1,35;1,55;0,98
02/03/1990;0;null;0,66;1,49;1,5;0,96
03/03/1990;0;null;0,78;1,42;1,53;0,98
04/03/1990;0;null;0,74;1,32;1,59;0,9
05/03/1990;0;null;0,56;1,42;1,62;0,81
06/03/1990;0;null;0,73;1,41;1,5;0,86
07/03/1990;0;null;0,71;1,38;1,53;0,89
08/03/1990;0;null;0,77;1,25;1,61;0,87
09/03/1990;0,8;null;0,79;1,02;1,74;0,82
10/03/1990;34;null;0,59;1,32;1,66;0,77
11/03/1990;6;null;0,7;1,36;1,74;0,84
12/03/1990;28,6;null;0,74;1,46;1,7;0,86
13/03/1990;8,4;null;0,77;1,54;1,79;0,88
14/03/1990;6;null;0,96;1,7;1,88;1,1
15/03/1990;1,8;null;0,93;1,87;1,87;1,12
16/03/1990;0,9;null;1,08;1,97;1,94;1,22
17/03/1990;4,4;null;1;1,88;2,08;1,14
18/03/1990;32;null;0,96;2,03;1,98;1,1
19/03/1990;0;null;0,96;1,92;2,12;1,07
20/03/1990;0;null;1;1,88;2,19;1,12
21/03/1990;0;null;0,97;1,96;2,11;1,06
22/03/1990;0;null;1,01;1,86;2,19;1,12
23/03/1990;0;null;0,96;1,77;2,32;1,03
24/03/1990;0,6;null;0,88;1,8;2,26;0,97
25/03/1990;0;null;0,92;2,07;1,99;1,03
26/03/1990;0;null;0,91;2;2,22;0,99
27/03/1990;0;null;0,82;2,01;2;0,95
28/03/1990;0;null;0,95;1,78;2,15;1,01
29/03/1990;0;null;0,78;1,75;2,14;0,87
30/03/1990;37,6;null;0,74;1,62;2,21;0,82
31/03/1990;19;null;0,88;2,07;2;0,98
01/04/1990;0;null;0,92;1,88;2,23;1,02
02/04/1990;0;null;0,91;2,04;2,11;1,04
03/04/1990;0;null;1,04;1,97;2,19;1,1
04/04/1990;0;null;0,96;1,91;2,25;1,05
05/04/1990;0;null;1,01;1,9;2,27;1,09
06/04/1990;0;null;0,94;2,04;2,07;1,05
07/04/1990;4;null;1,09;1,91;2,28;1,15
08/04/1990;0,8;null;1,05;1,82;2,34;1,13
09/04/1990;0;null;0,91;1,92;2,35;1
10/04/1990;0;null;0,91;1,93;2,27;1
11/04/1990;2,6;null;1,07;1,99;2,2;1,16
12/04/1990;0;null;1,02;1,86;2,3;1,08
13/04/1990;0;null;0,99;1,97;2,16;1,07
14/04/1990;0;null;0,9;1,96;2,2;1,02
15/04/1990;0;null;0,92;1,9;2,22;1
16/04/1990;4,7;null;0,92;1,9;2,18;1,01
17/04/1990;0;null;0,76;2,28;2,03;0,91
18/04/1990;0;null;0,99;2,16;1,91;1,08
19/04/1990;0;null;1,06;1,91;2,07;1,16
20/04/1990;0;null;1,05;1,79;2,2;1,1
21/04/1990;0;null;1,01;1,79;2,23;1,07
22/04/1990;0;null;0,96;1,85;2,13;1,04
23/04/1990;53,6;null;0,94;1,88;2,25;1,02
24/04/1990;2,5;null;0,94;1,96;2,15;1,05
25/04/1990;5,8;null;1,05;2;2,24;1,14
26/04/1990;8,4;null;1;2,08;2,28;1,13
27/04/1990;5,7;null;1,02;2,14;2,31;1,14
28/04/1990;0;null;1,1;2,19;2,42;1,21
29/04/1990;3,1;null;1,08;2,24;2,42;1,21
30/04/1990;0,7;null;1,11;2,28;2,5;1,23
01/05/1990;0;null;1,15;2,3;2,54;1,26
02/05/1990;0;null;1,14;2,34;2,57;1,26
03/05/1990;0;null;1,16;2,32;2,58;1,27
04/05/1990;0;null;1,19;2,3;2,61;1,28
05/05/1990;0;null;1,15;2,37;2,58;1,26
06/05/1990;0;null;1,15;2,31;2,64;1,24
07/05/1990;0;null;1,1;2,4;2,51;1,2
08/05/1990;0;null;1,17;2,35;2,52;1,27
09/05/1990;0;null;1,2;2,11;2,75;1,29
10/05/1990;7,7;null;0,95;2,27;2,54;1,09
11/05/1990;0;null;1;2,49;2,46;1,11
12/05/1990;0;null;1,03;2,32;2,41;1,15
13/05/1990;0;null;1,02;2,28;2,26;1,08
14/05/1990;0;null;1,01;2,32;2,48;1,11
15/05/1990;0;null;0,91;2,41;2,39;1,05
16/05/1990;0;null;0,94;2,29;2,46;1,06
17/05/1990;0;null;0,96;2,24;2,34;1,08
18/05/1990;2;null;0,87;2,54;2,14;1
19/05/1990;0;null;0,88;2,21;2,41;1,02
20/05/1990;0;null;0,96;2,14;2,45;1,05
21/05/1990;0;null;0,89;2,55;2,09;1,01
22/05/1990;0,6;null;1,01;2,3;2,27;1,11
23/05/1990;0;null;0,96;2,09;2,43;1,05
24/05/1990;0;null;0,94;2,04;2,41;1,03
25/05/1990;0;null;0,96;2,08;2,34;1,05
26/05/1990;0;null;1,02;2,01;2,4;1,09
27/05/1990;10,2;null;0,91;2,13;2,29;1,02
28/05/1990;0;null;1,01;2,1;2,29;1,1
29/05/1990;10,4;null;1,15;2,04;2,3;1,22
30/05/1990;8;null;0,97;2,02;2,32;1,07
31/05/1990;0,2;null;0,91;2;2,37;1,01
01/06/1990;0;null;0,87;2,1;2,33;0,98
02/06/1990;0;null;0,94;2,06;2,35;1,04
03/06/1990;7,6;null;1,01;2,08;2,29;1,1
04/06/1990;0;null;1,04;2,08;2,34;1,12
05/06/1990;6,7;null;1,04;2,31;2,16;1,14
06/06/1990;0;null;0,94;2,16;2,36;1,04
07/06/1990;0;null;1;2,12;2,34;1,12
08/06/1990;0;null;1,15;2;2,42;1,21
09/06/1990;0;null;1,09;2,14;2,18;1,18
10/06/1990;0;null;1,08;2,25;2,03;1,18
11/06/1990;0;null;1,11;2,01;2,26;1,19
12/06/1990;0;null;1,12;1,98;2,29;1,18
13/06/1990;0;null;1,11;1,98;2,3;1,19
14/06/1990;0,1;null;1,03;2;2,21;1,12
15/06/1990;0;null;1,04;2,18;2,05;1,13
16/06/1990;0;null;1,12;1,98;2,26;1,19
17/06/1990;0;null;1,12;1,94;2,28;1,19
18/06/1990;0;null;1,09;1,9;2,29;1,15
19/06/1990;0;null;1,08;1,86;2,1;1,15
20/06/1990;0;null;1,15;2,17;2,08;1,21
21/06/1990;0,9;null;1,02;2,05;2,1;1,11
22/06/1990;0;null;0,85;1,92;2,17;0,95
23/06/1990;0;null;1;1,9;2,19;1,06
24/06/1990;0;null;1,11;1,88;2,17;1,18
25/06/1990;0;null;0,97;1,9;2,08;1,06
26/06/1990;0;null;1,06;1,83;2,12;1,12
27/06/1990;0;null;1,07;1,82;2,08;1,12
28/06/1990;0;null;1,1;1,84;2,07;1,16
29/06/1990;0;null;1,05;1,84;2,03;1,12
30/06/1990;0;null;1,05;1,82;2,02;1,14
01/07/1990;0,4;null;1;1,8;2,02;1,07
02/07/1990;0,4;null;0,92;1,78;2,01;0,99
03/07/1990;0;null;0,9;1,74;2,01;0,98
04/07/1990;6,2;null;1;1,81;1,9;1,05
05/07/1990;17,4;null;0,98;1,7;1,99;1,04
06/07/1990;4,5;null;0,9;1,66;2;0,97
07/07/1990;0;null;0,88;1,68;1,99;0,95
08/07/1990;null;null;0,92;1,66;2;0,98
09/07/1990;0;null;0,86;1,66;1,95;0,92
10/07/1990;5,4;null;0,8;1,82;1,79;0,9
11/07/1990;0;null;0,77;1,7;1,91;0,85
12/07/1990;0;null;0,78;1,64;1,92;0,89
13/07/1990;0;null;0,84;1,44;2,04;0,9
14/07/1990;0;null;0,81;1,53;1,99;0,86
15/07/1990;0;null;0,85;1,52;1,93;0,9
16/07/1990;24,8;null;0,81;1,66;1,88;0,88
17/07/1990;0;null;0,87;1,62;1,89;0,93
18/07/1990;0;null;0,74;1,9;1,63;0,84
19/07/1990;0;null;0,85;1,78;1,7;0,94
20/07/1990;0;null;0,9;1,76;1,7;0,98
21/07/1990;0;null;0,86;1,7;1,66;0,94
22/07/1990;0;null;0,73;1,64;1,72;0,82
23/07/1990;0;null;0,85;1,49;1,74;0,9
24/07/1990;2,9;null;0,82;1,52;1,69;0,9
25/07/1990;0;null;0,75;1,54;1,67;0,82
26/07/1990;0;null;0,92;1,5;1,71;0,96
27/07/1990;0;null;0,73;1,66;1,53;0,81
28/07/1990;0;null;0,82;1,56;1,57;0,87
29/07/1990;0;null;0,8;1,5;1,61;0,86
30/07/1990;0;null;0,83;1,52;1,51;0,89
31/07/1990;0;null;0,74;1,4;1,61;0,79
01/08/1990;0;null;0,69;1,33;1,7;0,74
02/08/1990;0;null;0,74;1,31;1,62;0,79
03/08/1990;0;null;0,76;1,38;1,58;0,81
04/08/1990;0;null;0,74;1,32;1,59;0,78
05/08/1990;0;null;0,73;1,14;1,7;0,77
06/08/1990;0;null;0,65;1,08;1,75;0,68
07/08/1990;0;null;0,59;1,15;1,69;0,63
08/08/1990;0;null;0,57;1,31;1,52;0,65
09/08/1990;0;null;0,65;1,35;1,44;0,69
10/08/1990;0;null;0,57;1,25;1,56;0,62
11/08/1990;0;null;0,49;1,13;1,61;0,55
12/08/1990;0;null;0,62;1,27;1,5;0,67
13/08/1990;0;null;0,64;1,2;1,53;0,69
14/08/1990;0;null;0,58;1,18;1,51;0,62
15/08/1990;9,5;null;0,68;1,3;1,35;0,74
16/08/1990;2,4;null;0,62;1,29;1,41;0,69
17/08/1990;2;null;0,52;1,17;1,44;0,58
18/08/1990;0;null;0,57;1,2;1,45;0,69
19/08/1990;0;null;0,67;1,05;1,51;0,73
20/08/1990;0;null;0,43;1,23;1,3;0,66
21/08/1990;0;null;0,55;1,11;1,43;0,7
22/08/1990;1,2;null;0,58;1,17;1,28;0,72
23/08/1990;0;null;0,62;1,11;1,37;0,72
24/08/1990;0;null;0,62;0,88;1,51;0,65
25/08/1990;null;null;0,56;1,01;1,46;0,62
26/08/1990;0;null;0,51;1,08;1,37;0,61
27/08/1990;17;null;0,55;1,51;0,84;0,7
28/08/1990;0,8;null;0,72;1,8;0,77;0,87
29/08/1990;0;null;0,66;1,11;1,35;0,72
30/08/1990;0;null;0,49;1;1,42;0,56
31/08/1990;0;null;0,65;1,29;0,93;0,73
01/09/1990;7,6;null;0,79;1,61;0,83;0,88
02/09/1990;2,6;null;0,59;1,1;1,19;0,65
03/09/1990;0;null;0,73;1,04;1,23;0,8
04/09/1990;0;null;0,67;0,89;1,26;0,69
05/09/1990;3,5;null;0,61;0,99;1,17;0,63
06/09/1990;1,2;null;0,59;0,79;1,32;0,61
07/09/1990;0;null;0,39;0,55;1,74;0,57
08/09/1990;25,4;null;0,38;1;1,39;0,63
